,hate-speech,Human cn,contranarrativa,Ofensividad,Postura,Informatividad,Veracidad,Edición,Comparación H-M,Comentarios,target
57,A los discapacitados no se les debe permitir vivir su vida.,"Las personas deben poder vivir su vida como quieran, independientemente de sus discapacidades físicas o mentales.","Las personas con discapacidades tienen el mismo derecho a vivir su vida y disfrutar de sus experiencias como cualquier otra persona. Es importante promover la inclusión y el apoyo para todos, independientemente de sus habilidades.",1,3,3,3,0,2,,DISCAPACITADOS
58,A los discapacitados no se les debe permitir vivir su vida. Podemos empezar por limitarles sus derechos.,"Tanto si piensas así como si no, hay un problema en decir que hay que ""limitar"" los derechos de alguien. La dignidad de la vida humana no puede limitarse de ese modo.","Todos merecen vivir su vida al máximo, independientemente de sus habilidades o discapacidades. Limitar los derechos de las personas con discapacidad no solo es inhumano, sino también una violación de los principios básicos de igualdad y justicia. En lugar de limitar sus derechos, deberíamos trabajar juntos para garantizar que tengan las mismas oportunidades que todos los demás.",1,3,3,3,0,2,,DISCAPACITADOS
59,Los discapacitados están locos del cerebro. Son psicópatas y no merecen ningún tratamiento porque es culpa suya que lo sean.,"Algunas discapacidades están causadas por factores genéticos y/o ambientales, todos debemos entenderlo.","Las personas con discapacidades merecen respeto y comprensión, al igual que cualquier otra persona. La discapacidad no es una elección, y no es culpa de nadie. Además, muchas personas con discapacidades son perfectamente capaces de llevar vidas plenas y significativas. No es justo ni correcto juzgar a alguien por algo que está fuera de su control.",1,3,3,3,0,2,,DISCAPACITADOS
60,"Algunas personas están enfermas. Algunas personas tienen discapacidades. La sociedad no está hecha para ellos, sufren demasiado.","Si te refieres a que algunas personas discapacitadas sufren a causa de su entorno discriminatorio específico, esa es exactamente la cuestión.","La sociedad está compuesta por personas de todos los niveles de habilidad y circunstancias. En lugar de excluir a aquellos que enfrentan desafíos, debemos esforzarnos por ser inclusivos y apoyar a todos los miembros de nuestra comunidad, asegurándonos de que tengan las oportunidades y recursos necesarios para tener una vida plena y feliz.",1,3,3,3,0,2,,DISCAPACITADOS
61,Son discapacitados. Esto significa que son débiles e indignos de amor.,Ser discapacitado no significa que no pueda recibir y corresponder al amor. ¿Acaso no amamos todos?,"Las personas con discapacidades pueden enfrentar desafíos únicos en sus vidas, pero eso no les hace menos dignos de amor y respeto. Todos merecen ser tratados con amabilidad y empatía, independientemente de sus habilidades físicas o mentales.",1,3,3,3,0,2,,DISCAPACITADOS
62,Toda persona discapacitada física o mentalmente debe ser apartada de la sociedad.,"Por desgracia, hay algunas personas que necesitan asistencia sanitaria continua. Por ejemplo, los niños con síndrome de Down. ¿Cómo se les puede ""retirar"" sin más?","No puedo estar de acuerdo con esta afirmación. Las personas con discapacidades, ya sean físicas o mentales, tienen mucho que ofrecer a la sociedad y merecen igualdad de oportunidades y respeto. Es importante fomentar la inclusión y la diversidad en nuestra sociedad, en lugar de excluir a las personas basándonos en sus diferencias.",1,3,3,3,0,2,,DISCAPACITADOS
63,Los niños con síndrome de Down deben ser aislados para que no hagan daño a otros niños.,"Creo que si nos preocupamos lo suficiente por las personas con síndrome de Down como para darles igualdad de oportunidades en nuestra sociedad, también veremos los beneficios que nos reportaría como sociedad compartir las desventajas a las que se enfrentan.","Los niños con síndrome de Down tienen derecho a ser tratados con respeto y dignidad, al igual que cualquier otro niño. La inclusión y la aceptación son fundamentales para su desarrollo y bienestar. En lugar de aislarlos, debemos promover la empatía y la comprensión para construir un entorno enriquecedor y positivo para todos los niños.",1,3,3,3,0,0,,DISCAPACITADOS
64,Los Downies son tontos,"Según este estudio [enlace], el CI medio de un adulto joven con síndrome de Down es de 50, equivalente a la capacidad mental de un niño de 8 o 9 años, pero puede variar mucho. Así que no, no son tontos.","Las personas con síndrome de Down pueden tener dificultades en algunas áreas, pero también tienen habilidades y talentos únicos. No debemos juzgar a alguien por sus desafíos, sino celebrar sus logros y potencial.",1,3,3,3,0,2,,DISCAPACITADOS
65,Los downies pueden entorpecer la productividad de otros trabajadores. Deben ser aislados.,"Un entorno de trabajo inclusivo y la provisión de bienestar hacen que cada persona se sienta parte de una comunidad, fomenta un ambiente positivo y aumenta la productividad de todos. Por tanto, es un beneficio para todos los trabajadores. [enlace]",Las personas con síndrome de Down tienen habilidades y talentos únicos que pueden contribuir de manera positiva al lugar de trabajo. La inclusión y el apoyo adecuado pueden ayudar a todos los empleados a alcanzar su máximo potencial y promover un entorno laboral armonioso.,1,3,3,3,0,0,,DISCAPACITADOS
66,Los downies pueden entorpecer la productividad de otros trabajadores porque no pueden relacionarse de forma normal. Deberían estar aislados.,"Hay varios niveles de síndrome de Down. Algunos son aptos para trabajar con otras personas en ""lugares de trabajo normales"".","Las personas con síndrome de Down tienen la capacidad de aprender, desarrollar habilidades y contribuir valiosamente en el lugar de trabajo. Todos somos únicos y diferentes, y es importante fomentar un entorno inclusivo y de apoyo, en lugar de marginar a las personas por sus diferencias.",1,3,3,3,0,2,,DISCAPACITADOS
67,Los Downies son un problema: crean tensiones con otros trabajadores porque son discapacitados y no pueden seguir el ritmo. Deberían tener trabajos especiales solo para ellos.,"¿Sabías que las personas con síndrome de Down, si se rodean de compañeros empáticos, reciben un impulso fundamental en su productividad y pueden mantener fácilmente el ritmo, incluso en trabajos complejos?","Las personas con síndrome de Down son seres humanos únicos y valiosos que merecen respeto y oportunidades, al igual que cualquier otra persona. En lugar de marginarlos, deberíamos encontrar maneras de apoyarlos y adaptar los entornos laborales para que puedan contribuir y prosperar. La diversidad y la inclusión enriquecen nuestras sociedades y nos hacen más fuertes.",1,3,3,3,0,2,,DISCAPACITADOS
68,Las personas con síndrome de Down son menos que humanas.,"Las personas con síndrome de Down son en realidad un caso muy especial: tienen los mismos genes que cualquier otra persona, sólo que tienen un 1% de más. De hecho, el síndrome de Down es una enfermedad genética. Por tanto, en principio deberíamos decir que son ""más que humanos"".","Las personas con síndrome de Down son tan humanas como cualquier otra persona y merecen el mismo respeto, amor y oportunidades que todos los demás. La diversidad en nuestra sociedad nos hace más fuertes y enriquece nuestras vidas. Debemos celebrar nuestras diferencias y aprender a apoyarnos mutuamente.",1,3,3,3,0,2,,DISCAPACITADOS
69,Los discapacitados son delincuentes.,"Eso no es cierto. Todos nosotros seríamos calificados de ""delincuentes"" si tuviéramos antecedentes penales por nuestras enfermedades y problemas.","Las personas con discapacidades son individuos únicos y valiosos que enfrentan desafíos y luchan por superarlos, al igual que cualquier otra persona. No es justo ni preciso etiquetar a un grupo entero de personas como delincuentes basándose en su condición de discapacidad.",1,3,3,3,0,2,,DISCAPACITADOS
70,Los discapacitados mentales deben ser aislados.,No deberíamos discriminar así. Nuestra cultura se basa en la igualdad y la inclusión.,"Las personas con discapacidades mentales merecen ser tratadas con respeto y dignidad, al igual que todos los demás. Aislarlos no es la solución; en cambio, debemos trabajar juntos para crear una sociedad inclusiva y comprensiva que celebre la diversidad y apoye a todos sus miembros.",1,3,3,3,0,2,,DISCAPACITADOS
71,Los discapacitados físicos también son discapacitados mentales.,"No oigo a nadie afirmar esto, es sólo algo que usted decide difundir. ¿Cuáles son sus pruebas?",Esta afirmación es incorrecta y perpetúa estereotipos negativos. Las personas con discapacidades físicas pueden tener habilidades cognitivas y mentales completamente normales e incluso superiores. Es importante tratar a cada individuo como una persona única y no hacer suposiciones basadas en su apariencia física.,1,3,3,3,0,2,,DISCAPACITADOS
72,Los downies no saben una mierda y entorpecen la productividad de los demás trabajadores. Deberían ser aislados.,"Las personas con SD desarrollan mejores habilidades y comprenden mejor las diferencias humanas cuando se les permite interactuar, en lugar de separarlas.","Las personas con síndrome de Down tienen habilidades y talentos únicos, al igual que cualquier otro individuo. No debemos juzgar a alguien por su condición genética, sino más bien celebrar la diversidad y fomentar un entorno inclusivo en el lugar de trabajo y en la sociedad en general.",1,3,3,3,0,2,,DISCAPACITADOS
73,"No discriminamos, pero los discapacitados son vagos.","A pesar de lo que pueda oír, no existe un ""lobby de los vagos"". Por el contrario, hay pruebas de que la discriminación es un problema en el Reino Unido. Todas las personas tienen derecho a ser tratadas como iguales en la sociedad, independientemente de su capacidad.","Creo que estás generalizando a las personas con discapacidades. La realidad es que muchas personas con discapacidades enfrentan desafíos adicionales en su vida diaria y, a pesar de eso, trabajan duro y contribuyen de manera valiosa a la sociedad. Es importante recordar que cada persona es única y no se puede juzgar a todos por las acciones de unos pocos.",1,3,3,3,0,2,,DISCAPACITADOS
74,Los discapacitados mentales no entienden nada.,"Te equivocas, pueden entender el trato degradante y el discurso despectivo hacia ellos.","Las personas con discapacidades mentales tienen habilidades y capacidades diversas, y es importante reconocer y respetar sus diferencias. No debemos subestimar su capacidad para comprender y participar en la sociedad.",1,3,3,3,0,2,,DISCAPACITADOS
75,Los discapacitados mentales no pueden hablar.,La salud mental y la discapacidad son cuestiones muy distintas y deben tratarse en función de las necesidades de cada persona.,"Las personas con discapacidades mentales tienen habilidades y talentos únicos, y muchas de ellas pueden comunicarse de manera efectiva, incluso si no siempre es a través del habla tradicional. Es importante reconocer y valorar las diferencias individuales en lugar de hacer suposiciones negativas.",1,3,3,3,0,2,,DISCAPACITADOS
